gid	osm_id	code	fclass	name	coordinates
3	26862539	4111	peak	Col Becchei Dessora	POINT(12.044572 46.6077473)
4	26862661	4111	peak	Kesselkogel - Catinaccio d'Antermoia	POINT(11.6438283 46.4740893)
8	26862691	4111	peak	Cima Cadin di San Lucano	POINT(12.2882724 46.5776149)
9	26862693	4111	peak	Cima d'Asta	POINT(11.6052937 46.1766183)
11	26862698	4111	peak	Cima della Vezzana	POINT(11.8297409 46.2899137)
12	26862704	4111	peak	Cima Dodici	POINT(11.4680336 45.9976856)
15	26862708	4111	peak	Cima Pape	POINT(11.9283766 46.3343734)
18	26862711	4111	peak	Rollspitze - Cima Rolle	POINT(11.5077966 46.9464887)
25	26862737	4111	peak	Schwarzhorn - Corno Nero	POINT(11.454503 46.3347755)
27	26863151	4111	peak	Hintere Schwärze	POINT(10.9146852 46.7734046)
35	26863713	4111	peak	Cima Campo	POINT(11.6879398 45.9998035)
50	26863836	4111	peak	Monte Corno - Trudner Horn	POINT(11.3238241 46.2898752)
52	26863840	4111	peak	Monte Cristallo	POINT(12.2005443 46.5754463)
56	26863875	4111	peak	Monte Grappa	POINT(11.7992028 45.8734305)
57	26863901	4111	peak	Monte Mezza	POINT(11.5816667 46.0455556)
61	26863922	4111	peak	Monte Pavione	POINT(11.8214153 46.1045095)
76	26863992	4111	peak	Monte Tomatico	POINT(11.9051345 45.9813946)
77	26863994	4111	peak	Monte Totoga	POINT(11.7492946 46.135559)
79	26864000	4111	peak	Monte Verena	POINT(11.4138837 45.9306598)
83	26864045	4111	peak	Napfspitz - Cima Cadini	POINT(12.0396129 47.0600953)
87	26864251	4111	peak	Dürrenstein - Picco di Vallandro	POINT(12.1855479 46.6725105)
92	26864459	4111	peak	Haunold - Rocca dei Baranci	POINT(12.2775 46.6886111)
93	26864542	4111	peak	Sass di Mura	POINT(11.9252778 46.1636111)
99	26864932	4111	peak	Tofana di Mezzo	POINT(12.0655 46.5510125)
100	26864933	4111	peak	Tofana di Rozes	POINT(12.051053 46.537008)
102	26865132	4111	peak	Weißkugel - Palla Bianca	POINT(10.726062 46.7978232)
104	61100875	4111	peak	Völseggspitze - Monte Balzo	POINT(11.5246323 46.4843423)
105	94950230	4111	peak	Portlesspitze - Pizzo Portles	POINT(10.647688 46.7444225)
106	94950233	4111	peak	Südliche Valvelspitze	POINT(10.6706547 46.7687255)
107	107792317	4111	peak	Tartscher Bichl - Collina di Tarces	POINT(10.5597004 46.6789898)
112	224795496	4111	peak	Piz la Ila	POINT(11.9051941 46.5642358)
113	224795497	4111	peak	Piz de Surega	POINT(11.9218183 46.5564255)
114	224795499	4111	peak	Cherz	POINT(11.8847157 46.5166435)
115	224795501	4111	peak	Col Alt	POINT(11.888123 46.5542512)
116	224795506	4111	peak	Piz Arlara	POINT(11.8992845 46.5487812)
117	248951671	4111	peak	Cornacci	POINT(11.5235816 46.3113226)
118	252412342	4111	peak	Lorenzen - Cima San Lorenzo	POINT(11.5188249 46.7123042)
119	253458380	4111	peak	Ziolera	POINT(11.4554569 46.171736)
120	253458640	4111	peak	Cimon di Val Moena	POINT(11.4792198 46.220685)
121	253472355	4111	peak	La Sopösa	POINT(11.6219478 46.3251155)
122	253472403	4111	peak	Monte Mulat - Mül Grant	POINT(11.6326015 46.3270715)
123	253472816	4111	peak	\N	POINT(11.5517295 46.2991643)
124	253473249	4111	peak	Viezzena - Viesena	POINT(11.6751093 46.3376652)
125	253480188	4111	peak	Sas de Mezdì	POINT(11.6704242 46.3562573)
126	256041685	4111	peak	Firmisanschneide	POINT(10.9536995 46.8197993)
127	256041693	4111	peak	Östlicher Feuerstein - Montarso Orientale	POINT(11.2442192 46.9717141)
128	256041694	4111	peak	Finailspitze - Punta di Finale	POINT(10.8318669 46.7804128)
129	256041703	4111	peak	Wilder Freiger - Cima Libera	POINT(11.1899934 46.9705175)
131	256041797	4111	peak	Hochferner - Gran Vedretta	POINT(11.7179995 46.9779753)
132	256041813	4111	peak	Jochköpfl	POINT(11.1078766 46.9259999)
133	256041842	4111	peak	Hochwilde - Cima Altissima	POINT(11.0222673 46.7654482)
135	256041857	4111	peak	Karlesspitze - Cima di Quaira	POINT(10.9749815 46.7721198)
136	256041890	4111	peak	Östliche Marzellspitze	POINT(10.9107249 46.7711488)
137	256041918	4111	peak	Kreuzspitze	POINT(10.87 46.8163889)
138	256041959	4111	peak	Mutmalspitze	POINT(10.9084967 46.7830059)
140	256041987	4111	peak	Großer Ramolkogel	POINT(10.9591333 46.846794)
141	256042757	4111	peak	Schalfkogel	POINT(10.9590789 46.8017625)
142	256042791	4111	peak	Mittlerer Seekarkopf	POINT(10.6191667 46.8736111)
143	256042795	4111	peak	Hinterer Seelenkogel - Cima delle Anime	POINT(11.0443642 46.8015987)
144	256042799	4111	peak	Similaun	POINT(10.8806482 46.763682)
145	256042805	4111	peak	Sonklarspitze - Cima di Malavalle	POINT(11.1647222 46.9555555)
146	256042816	4111	peak	Hinterer Spiegelkogel	POINT(10.9588303 46.8292483)
147	256042828	4111	peak	Pflerscher Tribulaun - Tribulaun di Fleres	POINT(11.3388907 46.9852899)
148	256042853	4111	peak	Hoher Weißzint - Punta Bianca	POINT(11.7470266 46.968874)
149	256042855	4111	peak	Weißseespitze - Cima del Lago Bianco	POINT(10.7168691 46.8462323)
150	256042862	4111	peak	Wildnörderer	POINT(10.6152778 46.8913889)
152	256057437	4111	peak	Aglsspitze - Cima dell Accla	POINT(11.2438947 46.9655114)
153	256057446	4111	peak	Botzer - Il Capro	POINT(11.1981473 46.9310629)
159	267976756	4111	peak	Pala di Santa	POINT(11.5123106 46.3458524)
160	267976758	4111	peak	Cugola	POINT(11.4317083 46.3241664)
169	272394005	4111	peak	Crëp de Sela	POINT(11.865117 46.54462)
171	276645294	4111	peak	Windspitz	POINT(11.3036364 46.6857979)
176	279295823	4111	peak	Sas da Ciamp	POINT(11.62491 46.37956)
177	279297793	4111	peak	La Forcella di Pelenzana	POINT(11.571878 46.310669)
183	279835477	4111	peak	Sass da Ciampac	POINT(11.8352476 46.5631204)
184	279836254	4111	peak	Piza de Gherdenacia	POINT(11.8482211 46.5945886)
185	281163095	4111	peak	Cima delle Stellune	POINT(11.5107524 46.1994171)
186	281168694	4111	peak	Pala del Cardinal	POINT(11.6018329 46.2439106)
187	281996516	4111	peak	Monte Croce	POINT(11.3924897 46.1693463)
188	281998557	4111	peak	Cima Fornace	POINT(11.4192871 46.1647739)
189	281999804	4111	peak	Monte Cadino	POINT(11.4209121 46.1676536)
190	282201814	4111	peak	Paion del Cermis	POINT(11.5035518 46.2413696)
191	282202400	4111	peak	Cimon del To della Trappola	POINT(11.5005337 46.2315971)
192	282202699	4111	peak	Cimon di Lasteolo	POINT(11.5446191 46.2168382)
193	282202872	4111	peak	Cima Litegosa	POINT(11.558882 46.2253087)
194	283551177	4111	peak	Kronplatz - Plan de Corones	POINT(11.9583111 46.7387791)
196	285976286	4111	peak	Dosso di Costalta	POINT(11.2891682 46.1321025)
197	286281497	4111	peak	Cimon del Latemar - Diamantiditurm	POINT(11.5750434 46.3810697)
198	286281609	4111	peak	Schenòn del Latemar - Östliche Latemarspitze	POINT(11.5839568 46.3825989)
201	286954450	4111	peak	Monte Valpiana	POINT(11.480299 46.1629253)
207	289247845	4111	peak	Dosso di Miola	POINT(11.2507084 46.1304976)
210	289846512	4111	peak	Punta Fiames	POINT(12.129961 46.5759336)
211	289851892	4111	peak	Col Rosà	POINT(12.0976984 46.5857888)
212	289868279	4111	peak	Monte Ruioch	POINT(11.3635196 46.1540984)
214	290995382	4111	peak	Rötkreuz	POINT(12.1397837 47.0422793)
215	292025483	4111	peak	Hinterer Maurerkeeskopf	POINT(12.2837771 47.0925558)
216	292092355	4111	peak	Solombo	POINT(11.4163781 46.3030588)
219	292238630	4111	peak	Cima Undici	POINT(11.7129645 46.402431)
220	292512762	4111	peak	Campill - Campiglio	POINT(11.8252006 46.752977)
221	292512982	4111	peak	Astjoch - Cima Lasta	POINT(11.808769 46.7628564)
223	293695396	4111	peak	Stoanerne Mandln	POINT(11.3046101 46.6357213)
224	293762531	4111	peak	Saykogel	POINT(10.8519392 46.798106)
228	294931308	4111	peak	Kreuzkogel	POINT(10.8626059 46.8106424)
229	295461697	4111	peak	Cima Portule	POINT(11.4471944 45.9791937)
245	301549910	4111	peak	Gitsch - Monte Cuzzo	POINT(11.686882 46.8595389)
247	301861034	4111	peak	Breite Rast	POINT(11.9946726 46.9774608)
248	301869241	4111	peak	Schönberg	POINT(11.8837583 46.967148)
252	305695022	4111	peak	Col Mostaccin	POINT(11.96238 45.82464)
266	307292232	4111	peak	Piz Boè	POINT(11.8283485 46.5089363)
267	307292288	4111	peak	Punta Grohmann - Grohmannspitze	POINT(11.732966 46.5106)
268	307292644	4111	peak	Sasplat - Plattkofel - Sasso Piatto	POINT(11.7157706 46.5141348)
270	307293530	4111	peak	Pralongiá	POINT(11.9156364 46.5330311)
271	307293558	4111	peak	Col de Stagn	POINT(11.8520243 46.5178498)
272	307294026	4111	peak	Cé de Salares	POINT(11.9877233 46.5456032)
273	307294212	4111	peak	Piza de Medo - Punta di mezzo	POINT(12.0142808 46.5513305)
274	307297045	4111	peak	\N	POINT(11.8020594 46.5576985)
275	307297638	4111	peak	Wasserkofel - Sas dal'Ega - Furchetta Grande	POINT(11.781847 46.6133005)
276	307297650	4111	peak	Sas Rigais	POINT(11.7668196 46.6092876)
277	307297664	4111	peak	Geislerspitze - Gran Odla - Grande Odla	POINT(11.7557292 46.6037551)
278	307297671	4111	peak	Le Ciaval	POINT(11.951485 46.6144819)
279	307297708	4111	peak	Col de Locia	POINT(11.9983647 46.5654516)
280	307297724	4111	peak	Piza dl Lech	POINT(12.0026699 46.5575563)
281	307298892	4111	peak	Monte Paterno - Paternkofel	POINT(12.3151777 46.6304112)
282	307299178	4111	peak	Hochbrunnerschneid - Monte Popera	POINT(12.3894022 46.6273776)
283	307300022	4111	peak	Toblinger Knoten - Torre di Toblin	POINT(12.3080578 46.6417142)
285	307302065	4111	peak	Guflreiteck - Monte Covolo	POINT(11.4561717 46.6765592)
286	307302677	4111	peak	Piza dales Nü	POINT(11.9810725 46.6303454)
287	307302927	4111	peak	Alfreider Joch - Giogo d'Alfarei	POINT(11.8183826 46.6977434)
288	307303031	4111	peak	Vorderer Verdinser Plattenspitz - Laste di Verdines (di fuori)	POINT(11.2755741 46.7017954)
289	307303167	4111	peak	Foratrida	POINT(10.4088982 46.7051442)
290	307303384	4111	peak	Hundskopf - Cima Cane	POINT(11.5842781 46.7090722)
291	307303444	4111	peak	\N	POINT(11.5785461 46.7102075)
292	307303477	4111	peak	\N	POINT(11.5583377 46.7104872)
293	307303482	4111	peak	Kühberg (Stangele) - Monte delle Vacche	POINT(11.5562652 46.7121074)
294	307303489	4111	peak	Eiskofel	POINT(11.5524711 46.7131756)
295	307303496	4111	peak	Le Seneser - Senneser Karspitze - Punta Quaira di Sennes	POINT(12.0563558 46.6766491)
296	307303616	4111	peak	Hornischegg - Monte Arnese	POINT(12.4138337 46.7008257)
297	307303631	4111	peak	Hollbrucker Spitze - Cima di Pontegrotta	POINT(12.427043 46.6990882)
298	307303649	4111	peak	Demut - La Muta	POINT(12.4461393 46.6901926)
299	307303747	4111	peak	Dreischusterspitze - Punta tre scarperi	POINT(12.3176121 46.6679905)
300	307303758	4111	peak	Schusterplatte - Lastron dei Scarperi	POINT(12.3167341 46.6570062)
301	307303956	4111	peak	Jocherer Berg - Monte del Passo	POINT(11.4920108 46.6956577)
302	307303972	4111	peak	Samspitze	POINT(11.4934185 46.7062821)
303	307303996	4111	peak	Geißhorn - Cima di Capra	POINT(11.5113608 46.7239304)
304	307305240	4111	peak	Kolbenspitze - La Clava	POINT(11.1474116 46.772587)
305	307305646	4111	peak	Rauchegg	POINT(12.3776227 46.7222992)
306	307305653	4111	peak	Tagewaldhorn - Corno di Tramin	POINT(11.4967367 46.7806788)
307	307305674	4111	peak	Liffelspitz - Monte Livolo	POINT(11.5079709 46.7459302)
308	307305800	4111	peak	Kreuzjoch - Monte della Croce	POINT(11.5294286 46.7802421)
309	307305822	4111	peak	Marchspitze - Cima Mercato	POINT(11.516549 46.7712866)
310	307306090	4111	peak	Gaishörndl	POINT(12.2807583 46.791449)
311	307307170	4111	peak	Tatschspitze - Montaccio di Pennes	POINT(11.4828741 46.8088189)
312	307307523	4111	peak	Niedereck - Dosso Basso	POINT(11.4663503 46.804851)
313	307307773	4111	peak	Onsberg - Monte Ones	POINT(11.5058078 46.8271248)
314	307307863	4111	peak	Scheibe	POINT(11.9142724 46.843008)
315	307308076	4111	peak	Windeck - Cima del Vento	POINT(11.9025753 46.8633504)
316	307308095	4111	peak	Putzenhöhe - Cime di Pozzo	POINT(11.8634288 46.8644979)
317	307308152	4111	peak	Mutenock - Monte Mutta	POINT(11.8233167 46.8677211)
318	307308155	4111	peak	Zwölferspitz - Cima Dodici	POINT(11.8445255 46.870631)
319	307308157	4111	peak	Hinterbergkofel	POINT(12.2181303 46.873753)
320	307308373	4111	peak	Kandlkopf	POINT(11.9090562 46.8674049)
321	307308378	4111	peak	Rixer Nock	POINT(11.9136694 46.8764326)
322	307308431	4111	peak	Eidechsspitze - Cima di Terento	POINT(11.7556078 46.8702925)
323	307308450	4111	peak	Kleiner Grubbachspitz - Rocca dei Camosci	POINT(11.7699427 46.8802132)
324	307308457	4111	peak	Hochgrubbachspitz - Monte Gruppo	POINT(11.7697254 46.8825081)
325	307308933	4111	peak	Ebengrubenspitz - Cima di Pianbello	POINT(11.5835828 46.906951)
326	307308940	4111	peak	Blauer Stoan	POINT(11.5883726 46.883939)
327	307308947	4111	peak	Schwarzenstoan	POINT(11.594167 46.8780539)
328	307308958	4111	peak	Schellenberg	POINT(11.5895385 46.8543832)
329	307308970	4111	peak	Gänsebichl - Monte di dentro	POINT(11.5928883 46.8424915)
330	307309317	4111	peak	Sandturm - Cima della Rena	POINT(11.6136178 46.9272412)
331	307309324	4111	peak	Sandspitz	POINT(11.6177633 46.9258676)
332	307309331	4111	peak	Rübespitz - Punta Riva	POINT(11.6230038 46.9260047)
333	307309389	4111	peak	Bretterspitz - Cima di San Paolo	POINT(11.6612458 46.8902539)
334	307309396	4111	peak	Fallmetzer - Monte Val di Mezzo	POINT(11.6768288 46.8708806)
335	307309903	4111	peak	Niederer Weißzint - Punta Bianca Bassa	POINT(11.7360119 46.9575211)
336	307309948	4111	peak	Blauwand	POINT(11.7387718 46.9083197)
337	307310170	4111	peak	Schwarzerspitz	POINT(12.0770572 46.9885081)
338	307310194	4111	peak	Schaflahnernock - Cima delle Pecore	POINT(11.8132157 46.9523665)
339	307310206	4111	peak	Weiße Wand - Croda Bianca	POINT(11.8115749 46.9471101)
340	307310264	4111	peak	Gabelspitze - Cima di Forca	POINT(12.1212338 47.0057364)
341	307310376	4111	peak	Kleiner Alprechtspitz	POINT(12.1088444 47.0079515)
342	307310796	4111	peak	Wagnerschneid Spitz - Cima Triangolo	POINT(12.0595058 47.0585326)
343	307311105	4111	peak	Dreiherrnspitze	POINT(12.2407453 47.0691707)
344	308038216	4111	peak	Strudelkopf - Monte Specie	POINT(12.2126758 46.6444985)
346	309389245	4111	peak	Ritzlar	POINT(11.5006501 46.7060986)
358	310262611	4111	peak	Hohe Wiege - Culla Alta	POINT(11.0699112 46.7018971)
359	310263098	4111	peak	Zielspitze - Cima di Tel	POINT(11.0131649 46.69272)
362	310461410	4111	peak	Schröfwand	POINT(10.8802322 46.7346823)
364	311844814	4111	peak	Cima Vezzena	POINT(11.3426214 45.9790546)
367	313719257	4111	peak	Petz - Monte Pez	POINT(11.5748922 46.5118256)
368	313974459	4111	peak	Peitlerkofel - Sass de Pütia - Sass de Puta	POINT(11.8205348 46.6588572)
370	315864274	4111	peak	Saldurspitze - Punta Saldura	POINT(10.7361131 46.7407134)
371	315866994	4111	peak	Ramudlakopf - Cima Ramudla	POINT(10.7236093 46.7241109)
373	320883533	4111	peak	Malettes	POINT(10.5513211 46.7022116)
374	320883571	4111	peak	Spitzige Lun - Piz Lun	POINT(10.5773605 46.7062352)
375	320883572	4111	peak	Hochjoch - Giogo Alto	POINT(10.6018287 46.7107972)
377	321172635	4111	peak	Vernagl	POINT(10.751025 46.815015)
378	321172720	4111	peak	Teufelsegg - Cresta del Diavolo	POINT(10.7603513 46.7861645)
379	321172792	4111	peak	Westlicher Fineilkopf	POINT(10.8193574 46.7748642)
380	321172799	4111	peak	Östlicher Fineilkopf	POINT(10.8228991 46.7743966)
381	321172873	4111	peak	Kleiner Similaun - Piccolo Similaun	POINT(10.8684277 46.7658053)
382	321172904	4111	peak	Westliche Marzellspitze - Punta di Marzèl Ovest	POINT(10.8962035 46.7699606)
383	321172955	4111	peak	Rötenspitze	POINT(10.9438015 46.7752477)
384	321173133	4111	peak	Liebener Spitze	POINT(11.0757044 46.8203848)
385	321173143	4111	peak	Seeberspitz	POINT(11.0833601 46.8226327)
386	321173167	4111	peak	Granatenkogel - Monte dei Granati	POINT(11.070319 46.8383484)
387	321173199	4111	peak	Königskogel	POINT(11.0730491 46.8580817)
388	321173241	4111	peak	Äußere Schwenzerspitze	POINT(11.0886965 46.8788027)
389	321173259	4111	peak	Westl. Bankerjoch Spitz	POINT(11.1016994 46.8898876)
390	321173385	4111	peak	Schwarzwandspitz - Croda Nera di Malavalle	POINT(11.1680984 46.9450235)
391	321173424	4111	peak	Wilder Pfaff - Cima del Prete	POINT(11.1643188 46.9658483)
392	321174626	4111	peak	Vordere Hintereisspitze	POINT(10.782986 46.8324003)
393	321447807	4111	peak	Danzebell	POINT(10.6344177 46.779997)
394	321449028	4111	peak	Niederjoch - Giogo Basso	POINT(10.5946688 46.7030421)
398	328329229	4111	peak	Muttlerkopf	POINT(10.6059763 46.896049)
399	328329463	4111	peak	Schönkarlespitze	POINT(10.6169067 46.880004)
400	328329549	4111	peak	Südlicher Seekarkopf	POINT(10.619188 46.872037)
401	328329658	4111	peak	Nauderer Hennesiglspitze - Monte Cantone	POINT(10.62419 46.864403)
402	328330002	4111	peak	Mataunkopf - Cima Mataun	POINT(10.5810567 46.8478404)
403	328330191	4111	peak	\N	POINT(10.5582236 46.840898)
404	328330300	4111	peak	Klopaier Spitze - Piz Clopai	POINT(10.5461739 46.8372666)
405	328330391	4111	peak	Bergkastelspitze - Cima Castello	POINT(10.5563765 46.8468669)
407	328338221	4111	peak	Taufererkopf	POINT(10.685997 46.967865)
408	328338320	4111	peak	Tauferer Spitze	POINT(10.682405 46.96146)
409	328338378	4111	peak	Glockhaus	POINT(10.686102 46.956087)
410	328338487	4111	peak	Bergler Fernerkopf	POINT(10.682675 46.950423)
417	328348442	4111	peak	Hintere Hintereisspitze	POINT(10.763872 46.8226264)
418	328348477	4111	peak	Zinne	POINT(10.758507 46.82673)
419	328348816	4111	peak	\N	POINT(10.6946346 46.8563848)
420	328348834	4111	peak	Hintere Karlesspitze	POINT(10.6933823 46.8579786)
421	328348936	4111	peak	Weißseekopf	POINT(10.6902397 46.8676615)
422	328349003	4111	peak	Nasse Wand / Naßwandspitze	POINT(10.682063 46.868265)
423	328349056	4111	peak	Naßwandegg	POINT(10.677708 46.87057)
424	328349085	4111	peak	\N	POINT(10.672638 46.870212)
425	328349140	4111	peak	Hennesiglspitz - Punta della Gallina	POINT(10.6673729 46.875489)
426	328349355	4111	peak	Rifflkarspitze	POINT(10.674398 46.90053)
427	328349467	4111	peak	Rotschragenspitze	POINT(10.661922 46.909578)
428	328349481	4111	peak	Rotschragenspitze (Vorgipfel)	POINT(10.662605 46.912412)
429	328349552	4111	peak	Kaiserspitze	POINT(10.66491 46.920037)
430	328349603	4111	peak	Platzerspitze	POINT(10.667308 46.925588)
431	328349665	4111	peak	Hintere Gebhardspitze	POINT(10.675207 46.933067)
432	328349691	4111	peak	Vordere Gebhardspitze	POINT(10.67831 46.936218)
433	328349726	4111	peak	Schwarzseekopf	POINT(10.68362 46.937233)
435	328357024	4111	peak	Westlicher Hennesiglkopf - Croda Ovest della Gallina	POINT(10.6557048 46.8687636)
439	333047663	4111	peak	Innere Quellspitze - Cima della Sorgente di Dentro	POINT(10.7307155 46.78823)
442	333491972	4111	peak	Wolfendorn - Spina del Lupo	POINT(11.537797 46.9841877)
443	333492009	4111	peak	Geigenspitze	POINT(11.5282001 46.9938288)
449	333899881	4111	peak	Hochfeiler - Gran Pilastro	POINT(11.7275895 46.9724019)
450	333900137	4111	peak	Kleiner Möseler - Piccolo Mèsule	POINT(11.7866666 46.9914829)
451	333900168	4111	peak	Möselernock	POINT(11.794748 46.9909324)
452	333900187	4111	peak	Rossruggspitz - Dosso di Cavallo	POINT(11.8037412 46.9917841)
453	333900295	4111	peak	IV. Hornspitz	POINT(11.8401245 46.9984327)
454	333900332	4111	peak	I. Hornspitz	POINT(11.8523567 47.0001268)
455	333900401	4111	peak	Schwarzenstein - Sasso Nero	POINT(11.8740466 47.01008)
462	333900776	4111	peak	Gfallenspitz	POINT(11.9684859 47.0405362)
463	333900868	4111	peak	Wollbachspitz - Punta di Valle	POINT(11.9795255 47.0500468)
464	333900903	4111	peak	Kofelkopf	POINT(11.9938664 47.0491903)
465	333900989	4111	peak	Sonnwand	POINT(12.0323873 47.0548191)
466	333901172	4111	peak	Rauchkofel - Monte Fumo	POINT(12.0919742 47.076046)
467	333901224	4111	peak	Winkelkopf	POINT(12.1189224 47.0732269)
468	333901259	4111	peak	Südlicher Windbachspitz	POINT(12.1335549 47.0773587)
469	333901269	4111	peak	Dreiecker - Cima di Campo	POINT(12.1360114 47.0806702)
479	338473510	4111	peak	Steinjoch - Monte Sasso	POINT(11.4699681 46.9951708)
480	338473511	4111	peak	Kreuzjoch - Monte Croce	POINT(11.4604844 46.9913674)
481	338812990	4111	peak	Rosskopf - Monte Cavallo	POINT(11.3840673 46.9144518)
482	346234336	4111	peak	Cima Mandriolo	POINT(11.3771727 45.9842643)
495	365180178	4111	peak	Glockhauser	POINT(10.6504159 46.8661462)
496	365180189	4111	peak	Wölfeleskopf - Cima del Lupo	POINT(10.5904715 46.8505997)
497	365180193	4111	peak	Mitterlochspitz - Punta Buco di Mezzo	POINT(10.6527936 46.7995216)
498	365180196	4111	peak	Falbenairspitze - Punta di Val Benair	POINT(10.6613128 46.8045368)
528	389527547	4111	peak	Piz Lat	POINT(10.468893 46.8477844)
540	398230266	4111	peak	Kleiner Ifinger - Piccolo Picco Ivigna	POINT(11.2577275 46.6918629)
541	398230269	4111	peak	Ifinger - Grande Picco Ivigna	POINT(11.2566829 46.6922971)
570	410930695	4111	peak	Zuckerhütl	POINT(11.1537965 46.9643116)
573	411349841	4111	peak	Schussgrubenkogel	POINT(11.1086161 46.968463)
584	419727463	4111	peak	Spronser Rötelspitz - Cima Rosa di Sopranes	POINT(11.0941094 46.720995)
585	419729667	4111	peak	Mutkopf	POINT(11.1378686 46.7107701)
586	419729668	4111	peak	Mutspitze - Monte Muta	POINT(11.121239 46.7124727)
587	419730564	4111	peak	Im Hinteren Eis - Punta della Vedretta	POINT(10.7822244 46.7934778)
588	419731200	4111	peak	Rauhjochspitz - Monte Scabro	POINT(11.1140058 46.8286255)
589	419731201	4111	peak	Sefiarspitz - Monte Tavolino	POINT(11.1048429 46.7724245)
591	419734042	4111	peak	Hohes Kreuzjoch - Monte Croce	POINT(10.6599769 46.6776687)
592	419737020	4111	peak	Litzer Spitz - Punta d'Alliz	POINT(10.6869115 46.6875303)
593	419737022	4111	peak	Madratschknott - Montaccio	POINT(10.6755219 46.6780723)
594	419824404	4111	peak	Adlerkopf	POINT(10.7057465 46.8328996)
595	419826242	4111	peak	Endkopf (Jaggl) - Cima Termine	POINT(10.5654422 46.7921388)
596	419827753	4111	peak	Hohe Weiße - Cima Bianca Grande	POINT(11.0373396 46.7455839)
597	419827980	4111	peak	Vordere Karlesspitze - Cima di Càrles Meridionale	POINT(10.6932512 46.8527691)
598	419828029	4111	peak	Krapfenkarspitz - Quaira Tonda	POINT(11.2361457 46.9289695)
599	419828498	4111	peak	Lazinser Rötelspitze - Cima Rosa di Sopranes	POINT(11.0490698 46.7233875)
600	419828667	4111	peak	Mittereggspitze - Punta di Mezzo	POINT(10.6023765 46.7618951)
601	419828983	4111	peak	Nockspitz - Cima del Dosso	POINT(10.684324 46.8432485)
602	419829198	4111	peak	Pleisköpfl - Cima Plaies	POINT(10.5616976 46.7791155)
603	419831861	4111	peak	Stoanmandl - Ometto	POINT(10.5817448 46.7395241)
604	419832339	4111	peak	Tschigat - Gigot	POINT(11.0600507 46.719869)
606	419832972	4111	peak	Zunderspitz - Cima dell'Incendio	POINT(11.2677126 46.9005916)
607	419891128	4111	peak	Cima Bocche - Cimon de Boce	POINT(11.7527077 46.3542156)
608	419898733	4111	peak	Cima Juribrutto - Gereburt	POINT(11.765161 46.3594001)
613	424414599	4111	peak	Rittner Horn - Corno Renon	POINT(11.4613455 46.6150404)
614	424417261	4111	peak	Schwarzseespitze - Cima Lago Nero	POINT(11.4529135 46.5961209)
623	425933847	4111	peak	Glittner Joch - Giogo di Colletto	POINT(11.8299839 46.725335)
627	427618694	4111	peak	Roterdspitze - Cima di Terrarossa	POINT(11.6189899 46.498051)
629	427729556	4111	peak	Nock	POINT(10.8315035 46.7168349)
663	439753239	4111	peak	Kleiner Peitlerkofel - Piccolo Sas de Pütia	POINT(11.8159611 46.6578751)
664	440003855	4111	peak	Maurer Berg - Monte Muro	POINT(11.8211438 46.7043974)
665	440008270	4111	peak	Villanderer Berg - Monte Villandro	POINT(11.4190015 46.6585779)
667	440720631	4111	peak	Großer Gabler - Monte Forca Grande	POINT(11.7629974 46.6902465)
668	444377133	4111	peak	Toblacher Kreuz - Croce di Dobbiaco	POINT(12.24374 46.6251273)
695	448931521	4111	peak	Cima Scalieret	POINT(11.6444448 46.4633351)
706	450783266	4111	peak	Galtberg	POINT(10.4933699 46.7281908)
722	454390517	4111	peak	Resciesa Dedora - Ausserraschötz - Rasciesa di Fuori	POINT(11.6562969 46.6036704)
724	454562932	4111	peak	Mastaunpichl	POINT(10.8539537 46.7070592)
728	457032496	4111	peak	Secёda	POINT(11.7257836 46.6005922)
732	457654409	4111	peak	Königswiese, M. prato del re	POINT(11.2832564 46.2881873)
751	470624091	4111	peak	Croda del Becco - Sas dla Porta - Seekofel	POINT(12.0726094 46.6750022)
753	471617900	4111	peak	Wolfeskofel	POINT(11.9019818 46.973953)
754	471656063	4111	peak	Dreieckspitze	POINT(12.1310686 46.9640751)
755	471656069	4111	peak	Bärenluegspitze	POINT(12.125228 46.9606249)
756	472136733	4111	peak	Roda di Vaèl - Rotwand	POINT(11.6199047 46.4254208)
757	472574576	4111	peak	Sarlkofel - Monte Serla	POINT(12.1929436 46.7030011)
758	472574582	4111	peak	Sarlkopf - Punta di Serla	POINT(12.1835814 46.6813632)
759	472574585	4111	peak	Kirchler Schroppen	POINT(12.1706822 46.6770396)
760	472581137	4111	peak	Schwabenalpenkopf - Torre dei Scarperi	POINT(12.2871018 46.6452034)
761	472581246	4111	peak	\N	POINT(12.2903119 46.5798692)
762	472590734	4111	peak	Cime Ciadin dei Toce	POINT(12.2822795 46.5906392)
767	473472719	4111	peak	Zinsnock	POINT(11.830711 46.9199526)
768	473472720	4111	peak	Wurmtaler Spitz	POINT(11.8376048 46.9167738)
769	474425700	4111	peak	Hoher Lorenzenberg - Monte San Lorenzo	POINT(11.432411 46.9726981)
770	474425707	4111	peak	Weißwandspitze - Parete Bianca	POINT(11.3003047 46.9835433)
779	474982851	4111	peak	Croz de la Rocca	POINT(11.2166567 46.0950769)
785	475529768	4111	peak	Tessara	POINT(11.2315418 46.0786611)
793	478978471	4111	peak	Monte Cogne	POINT(11.3677123 46.1943544)
